date,region,blood_group,demand_units,supply_units,shortage_risk
2024-06-13,East,AB-,22,15,High
2024-06-13,East,O+,36,19,High
2024-06-13,East,O-,5,43,Low
2024-06-13,West,A+,30,5,High
2024-06-13,West,A-,33,11,High
2024-06-13,West,B+,19,7,High
2024-06-13,West,B-,12,10,Medium
2024-06-13,West,AB+,15,34,Low
2024-06-13,West,AB-,9,14,Low
2024-06-13,West,O+,39,23,High
2024-06-13,West,O-,15,19,Low
2024-06-13,Central,A+,30,21,Medium
2024-06-13,Central,A-,39,21,High
2024-06-13,Central,B+,23,39,Low
2024-06-13,Central,B-,21,9,High
2024-06-13,Central,AB+,12,28,Low
2024-06-13,Central,AB-,17,8,High
2024-06-13,Central,O+,40,34,Medium
2024-06-13,Central,O-,17,11,High
2024-06-14,North,A+,38,5,High
2024-06-14,North,A-,35,33,Medium
2024-06-14,North,B+,11,10,Medium
2024-06-14,North,B-,19,5,High
2024-06-14,North,AB+,29,14,High
2024-06-14,North,AB-,10,7,Medium
2024-06-14,North,O+,20,30,Low
2024-06-14,North,O-,28,31,Low
2024-06-14,South,A+,14,31,Low
2024-06-14,South,A-,7,45,Low
2024-06-14,South,B+,37,15,High
2024-06-14,South,B-,18,23,Low
2024-06-14,South,AB+,7,39,Low
2024-06-14,South,AB-,5,12,Low
2024-06-14,South,O+,26,19,Medium
2024-06-14,South,O-,16,25,Low
2024-06-14,East,A+,34,15,High
2024-06-14,East,A-,8,28,Low
2024-06-14,East,B+,29,12,High
2024-06-14,East,B-,23,35,Low
2024-06-14,East,AB+,9,17,Low
2024-06-14,East,AB-,16,43,Low
2024-06-14,East,O+,17,24,Low
2024-06-14,East,O-,33,4,High
2024-06-14,West,A+,33,7,High
2024-06-14,West,A-,20,41,Low
2024-06-14,West,B+,38,21,High
2024-06-14,West,B-,40,13,High
2024-06-14,West,AB+,14,38,Low
2024-06-14,West,AB-,25,6,High
2024-06-14,West,O+,12,7,High
2024-06-14,West,O-,31,36,Low
2024-06-14,Central,A+,39,4,High
2024-06-14,Central,A-,15,23,Low
2024-06-14,Central,B+,28,5,High
2024-06-14,Central,B-,14,9,High
2024-06-14,Central,AB+,19,3,High
2024-06-14,Central,AB-,29,3,High
2024-06-14,Central,O+,8,27,Low
2024-06-14,Central,O-,12,17,Low
2024-06-15,North,A+,7,39,Low
2024-06-15,North,A-,39,7,High
2024-06-15,North,B+,6,44,Low
2024-06-15,North,B-,35,39,Low
2024-06-15,North,AB+,29,21,Medium
2024-06-15,North,AB-,29,31,Low
2024-06-15,North,O+,20,34,Low
2024-06-15,North,O-,21,25,Low
2024-06-15,South,A+,34,33,Medium
2024-06-15,South,A-,14,32,Low
2024-06-15,South,B+,39,26,High
2024-06-15,South,B-,19,12,High
2024-06-15,South,AB+,23,43,Low
2024-06-15,South,AB-,16,27,Low
2024-06-15,South,O+,21,13,High
2024-06-15,South,O-,28,4,High
2024-06-15,East,A+,32,22,High
2024-06-15,East,A-,14,5,High
2024-06-15,East,B+,34,29,Medium
2024-06-15,East,B-,39,17,High
2024-06-15,East,AB+,30,11,High
2024-06-15,East,AB-,27,16,High
2024-06-15,East,O+,30,29,Medium
2024-06-15,East,O-,31,32,Low
2024-06-15,West,A+,33,31,Medium
2024-06-15,West,A-,29,32,Low
2024-06-15,West,B+,28,24,Medium
2024-06-15,West,B-,25,45,Low
2024-06-15,West,AB+,30,11,High
2024-06-15,West,AB-,38,16,High
2024-06-15,West,O+,20,16,Medium
2024-06-15,West,O-,17,39,Low
2024-06-15,Central,A+,17,45,Low
2024-06-15,Central,A-,28,32,Low
2024-06-15,Central,B+,40,29,Medium
2024-06-15,Central,B-,28,44,Low
2024-06-15,Central,AB+,24,16,High
2024-06-15,Central,AB-,30,12,High
2024-06-15,Central,O+,35,9,High
2024-06-15,Central,O-,39,44,Low
2024-06-16,North,A+,33,22,High
2024-06-16,North,A-,31,6,High
2024-06-16,North,B+,17,16,Medium
2024-06-16,North,B-,26,38,Low
2024-06-16,North,AB+,15,45,Low
2024-06-16,North,AB-,29,36,Low
2024-06-16,North,O+,32,14,High
2024-06-16,North,O-,33,4,High
2024-06-16,South,A+,18,27,Low
2024-06-16,South,A-,16,20,Low
2024-06-16,South,B+,14,44,Low
2024-06-16,South,B-,30,39,Low
2024-06-16,South,AB+,17,12,Medium
2024-06-16,South,AB-,31,23,Medium
2024-06-16,South,O+,34,18,High
2024-06-16,South,O-,13,34,Low
2024-06-16,East,A+,25,42,Low
2024-06-16,East,A-,38,43,Low
2024-06-16,East,B+,7,9,Low
2024-06-16,East,B-,9,8,Medium
2024-06-16,East,AB+,6,3,High
2024-06-16,East,AB-,8,24,Low
2024-06-16,East,O+,10,23,Low
2024-06-16,East,O-,27,15,High
2024-06-16,West,A+,14,16,Low
2024-06-16,West,A-,24,7,High
2024-06-16,West,B+,28,42,Low
2024-06-16,West,B-,25,40,Low
2024-06-16,West,AB+,33,33,Low
2024-06-16,West,AB-,26,14,High
2024-06-16,West,O+,23,22,Medium
2024-06-16,West,O-,11,38,Low
2024-06-16,Central,A+,15,12,Medium
2024-06-16,Central,A-,15,29,Low
2024-06-16,Central,B+,12,37,Low
2024-06-16,Central,B-,31,13,High
2024-06-16,Central,AB+,40,38,Medium
2024-06-16,Central,AB-,35,20,High
2024-06-16,Central,O+,20,10,High
2024-06-16,Central,O-,14,31,Low
2024-06-17,North,A+,11,5,High
2024-06-17,North,A-,13,27,Low
2024-06-17,North,B+,35,27,Medium
2024-06-17,North,B-,35,13,High
2024-06-17,North,AB+,6,40,Low
2024-06-17,North,AB-,28,31,Low
2024-06-17,North,O+,16,31,Low
2024-06-17,North,O-,6,34,Low
2024-06-17,South,A+,27,24,Medium
2024-06-17,South,A-,10,26,Low
2024-06-17,South,B+,9,14,Low
2024-06-17,South,B-,13,42,Low
2024-06-17,South,AB+,24,28,Low
2024-06-17,South,AB-,14,10,Medium
2024-06-17,South,O+,17,43,Low
2024-06-17,South,O-,25,21,Medium
2024-06-17,East,A+,10,25,Low
2024-06-17,East,A-,36,4,High
2024-06-17,East,B+,31,13,High
2024-06-17,East,B-,28,19,High
2024-06-17,East,AB+,17,35,Low
2024-06-17,East,AB-,22,36,Low
2024-06-17,East,O+,6,34,Low
2024-06-17,East,O-,25,13,High
2024-06-17,West,A+,8,44,Low
2024-06-17,West,A-,20,22,Low
2024-06-17,West,B+,21,31,Low
2024-06-17,West,B-,32,24,Medium
2024-06-17,West,AB+,7,20,Low
2024-06-17,West,AB-,34,45,Low
2024-06-17,West,O+,10,24,Low
2024-06-17,West,O-,40,5,High
2024-06-17,Central,A+,13,42,Low
2024-06-17,Central,A-,5,39,Low
2024-06-17,Central,B+,6,22,Low
2024-06-17,Central,B-,29,15,High
2024-06-17,Central,AB+,35,27,Medium
2024-06-17,Central,AB-,29,5,High
2024-06-17,Central,O+,22,27,Low
2024-06-17,Central,O-,26,26,Low
2024-06-18,North,A+,37,30,Medium
2024-06-18,North,A-,31,24,Medium
2024-06-18,North,B+,13,25,Low
2024-06-18,North,B-,21,38,Low
2024-06-18,North,AB+,17,34,Low
2024-06-18,North,AB-,23,20,Medium
2024-06-18,North,O+,10,31,Low
2024-06-18,North,O-,10,45,Low
2024-06-18,South,A+,25,35,Low
2024-06-18,South,A-,12,4,High
2024-06-18,South,B+,13,9,High
2024-06-18,South,B-,20,7,High
2024-06-18,South,AB+,16,26,Low
2024-06-18,South,AB-,9,12,Low
2024-06-18,South,O+,20,8,High
2024-06-18,South,O-,9,3,High
2024-06-18,East,A+,5,24,Low
2024-06-18,East,A-,9,12,Low
2024-06-18,East,B+,34,43,Low
2024-06-18,East,B-,26,45,Low
2024-06-18,East,AB+,11,42,Low
2024-06-18,East,AB-,12,6,High
2024-06-18,East,O+,13,15,Low
2024-06-18,East,O-,10,14,Low
2024-06-18,West,A+,10,8,Medium
2024-06-18,West,A-,5,30,Low
2024-06-18,West,B+,19,16,Medium
2024-06-18,West,B-,8,8,Low
2024-06-18,West,AB+,29,23,Medium
2024-06-18,West,AB-,38,15,High
2024-06-18,West,O+,35,15,High
2024-06-18,West,O-,36,41,Low
2024-06-18,Central,A+,16,33,Low
2024-06-18,Central,A-,23,40,Low
2024-06-18,Central,B+,8,31,Low
2024-06-18,Central,B-,16,35,Low
2024-06-18,Central,AB+,5,8,Low
2024-06-18,Central,AB-,16,15,Medium
2024-06-18,Central,O+,21,12,High
2024-06-18,Central,O-,39,39,Low
2024-06-19,North,A+,17,10,High
2024-06-19,North,A-,9,15,Low
2024-06-19,North,B+,16,23,Low
2024-06-19,North,B-,19,13,High
2024-06-19,North,AB+,30,43,Low
2024-06-19,North,AB-,23,41,Low
2024-06-19,North,O+,31,35,Low
2024-06-19,North,O-,23,16,High
2024-06-19,South,A+,32,19,High
2024-06-19,South,A-,27,18,High
2024-06-19,South,B+,38,3,High
2024-06-19,South,B-,21,21,Low
2024-06-19,South,AB+,15,7,High
2024-06-19,South,AB-,8,7,Medium
2024-06-19,South,O+,36,25,High
2024-06-19,South,O-,8,42,Low
2024-06-19,East,A+,32,8,High
2024-06-19,East,A-,33,3,High
2024-06-19,East,B+,10,23,Low
2024-06-19,East,B-,28,41,Low
2024-06-19,East,AB+,9,39,Low
2024-06-19,East,AB-,21,23,Low
2024-06-19,East,O+,33,25,Medium
2024-06-19,East,O-,35,26,Medium
2024-06-19,West,A+,36,22,High
2024-06-19,West,A-,36,23,High
2024-06-19,West,B+,39,15,High
2024-06-19,West,B-,19,40,Low
2024-06-19,West,AB+,15,5,High
2024-06-19,West,AB-,27,29,Low
2024-06-19,West,O+,34,32,Medium
2024-06-19,West,O-,25,28,Low
2024-06-19,Central,A+,34,32,Medium
2024-06-19,Central,A-,33,12,High
2024-06-19,Central,B+,14,27,Low
2024-06-19,Central,B-,31,4,High
2024-06-19,Central,AB+,13,23,Low
2024-06-19,Central,AB-,29,43,Low
2024-06-19,Central,O+,14,28,Low
2024-06-19,Central,O-,28,3,High
2024-06-20,North,A+,32,45,Low
2024-06-20,North,A-,16,12,Medium
2024-06-20,North,B+,16,16,Low
2024-06-20,North,B-,11,4,High
2024-06-20,North,AB+,30,33,Low
2024-06-20,North,AB-,14,20,Low
2024-06-20,North,O+,26,15,High
2024-06-20,North,O-,6,34,Low
2024-06-20,South,A+,30,13,High
2024-06-20,South,A-,24,38,Low
2024-06-20,South,B+,22,17,Medium
2024-06-20,South,B-,17,34,Low
2024-06-20,South,AB+,36,30,Medium
2024-06-20,South,AB-,32,13,High
2024-06-20,South,O+,36,45,Low
2024-06-20,South,O-,8,25,Low
2024-06-20,East,A+,11,7,High
2024-06-20,East,A-,25,33,Low
2024-06-20,East,B+,23,12,High
2024-06-20,East,B-,20,36,Low
2024-06-20,East,AB+,36,16,High
2024-06-20,East,AB-,31,34,Low
2024-06-20,East,O+,5,22,Low
2024-06-20,East,O-,15,24,Low
2024-06-20,West,A+,24,42,Low
2024-06-20,West,A-,32,42,Low
2024-06-20,West,B+,12,41,Low
2024-06-20,West,B-,13,36,Low
2024-06-20,West,AB+,23,24,Low
2024-06-20,West,AB-,28,11,High
2024-06-20,West,O+,28,39,Low
2024-06-20,West,O-,35,7,High
2024-06-20,Central,A+,6,31,Low
2024-06-20,Central,A-,28,29,Low
2024-06-20,Central,B+,20,16,Medium
2024-06-20,Central,B-,25,17,High
2024-06-20,Central,AB+,25,43,Low
2024-06-20,Central,AB-,35,20,High
2024-06-20,Central,O+,40,24,High
2024-06-20,Central,O-,26,15,High
2024-06-21,North,A+,13,23,Low
2024-06-21,North,A-,19,40,Low
2024-06-21,North,B+,20,18,Medium
2024-06-21,North,B-,36,39,Low
2024-06-21,North,AB+,35,4,High
2024-06-21,North,AB-,25,35,Low
2024-06-21,North,O+,11,27,Low
2024-06-21,North,O-,14,42,Low
2024-06-21,South,A+,25,8,High
2024-06-21,South,A-,38,34,Medium
2024-06-21,South,B+,34,41,Low
2024-06-21,South,B-,22,7,High
2024-06-21,South,AB+,33,27,Medium
2024-06-21,South,AB-,17,20,Low
2024-06-21,South,O+,14,26,Low
2024-06-21,South,O-,8,33,Low
2024-06-21,East,A+,20,17,Medium
2024-06-21,East,A-,5,23,Low
2024-06-21,East,B+,27,42,Low
2024-06-21,East,B-,35,38,Low
2024-06-21,East,AB+,14,20,Low
2024-06-21,East,AB-,25,34,Low
2024-06-21,East,O+,25,41,Low
2024-06-21,East,O-,39,15,High
2024-06-21,West,A+,17,41,Low
2024-06-21,West,A-,12,21,Low
2024-06-21,West,B+,8,15,Low
2024-06-21,West,B-,38,35,Medium
2024-06-21,West,AB+,23,18,Medium
2024-06-21,West,AB-,29,30,Low
2024-06-21,West,O+,5,22,Low
2024-06-21,West,O-,21,16,Medium
2024-06-21,Central,A+,14,21,Low
2024-06-21,Central,A-,6,4,High
2024-06-21,Central,B+,31,8,High
2024-06-21,Central,B-,28,32,Low
2024-06-21,Central,AB+,14,31,Low
2024-06-21,Central,AB-,29,38,Low
2024-06-21,Central,O+,15,41,Low
2024-06-21,Central,O-,33,23,High
2024-06-22,North,A+,11,20,Low
2024-06-22,North,A-,34,20,High
2024-06-22,North,B+,17,41,Low
2024-06-22,North,B-,34,21,High
2024-06-22,North,AB+,15,40,Low
2024-06-22,North,AB-,13,23,Low
2024-06-22,North,O+,6,10,Low
2024-06-22,North,O-,8,23,Low
2024-06-22,South,A+,40,33,Medium
2024-06-22,South,A-,28,12,High
2024-06-22,South,B+,25,27,Low
2024-06-22,South,B-,40,4,High
2024-06-22,South,AB+,32,44,Low
2024-06-22,South,AB-,25,28,Low
2024-06-22,South,O+,16,23,Low
2024-06-22,South,O-,7,44,Low
2024-06-22,East,A+,23,23,Low
2024-06-22,East,A-,7,35,Low
2024-06-22,East,B+,8,11,Low
2024-06-22,East,B-,36,7,High
2024-06-22,East,AB+,9,11,Low
2024-06-22,East,AB-,14,9,High
2024-06-22,East,O+,38,13,High
2024-06-22,East,O-,20,8,High
2024-06-22,West,A+,28,25,Medium
2024-06-22,West,A-,26,8,High
2024-06-22,West,B+,31,24,Medium
2024-06-22,West,B-,9,34,Low
2024-06-22,West,AB+,30,37,Low
2024-06-22,West,AB-,8,36,Low
2024-06-22,West,O+,31,44,Low
2024-06-22,West,O-,30,12,High
2024-06-22,Central,A+,40,8,High
2024-06-22,Central,A-,18,31,Low
2024-06-22,Central,B+,15,10,High
2024-06-22,Central,B-,21,17,Medium
2024-06-22,Central,AB+,20,6,High
2024-06-22,Central,AB-,40,4,High
2024-06-22,Central,O+,8,44,Low
2024-06-22,Central,O-,19,33,Low
2024-06-23,North,A+,7,5,Medium
2024-06-23,North,A-,19,17,Medium
2024-06-23,North,B+,14,11,Medium
2024-06-23,North,B-,37,23,High
2024-06-23,North,AB+,25,27,Low
2024-06-23,North,AB-,30,4,High
2024-06-23,North,O+,37,21,High
2024-06-23,North,O-,36,4,High
2024-06-23,South,A+,31,38,Low
2024-06-23,South,A-,9,5,High
2024-06-23,South,B+,17,40,Low
2024-06-23,South,B-,7,16,Low
2024-06-23,South,AB+,19,40,Low
2024-06-23,South,AB-,36,3,High
2024-06-23,South,O+,27,8,High
2024-06-23,South,O-,28,35,Low
2024-06-23,East,A+,15,28,Low
2024-06-23,East,A-,18,12,High
2024-06-23,East,B+,39,3,High
2024-06-23,East,B-,23,20,Medium
2024-06-23,East,AB+,40,26,High
2024-06-23,East,AB-,37,27,Medium
2024-06-23,East,O+,15,15,Low
2024-06-23,East,O-,21,24,Low
2024-06-23,West,A+,17,23,Low
2024-06-23,West,A-,21,28,Low
2024-06-23,West,B+,12,44,Low
2024-06-23,West,B-,23,31,Low
2024-06-23,West,AB+,6,31,Low
2024-06-23,West,AB-,37,28,Medium
2024-06-23,West,O+,18,14,Medium
2024-06-23,West,O-,12,5,High
2024-06-23,Central,A+,29,9,High
2024-06-23,Central,A-,18,15,Medium
2024-06-23,Central,B+,24,16,High
2024-06-23,Central,B-,24,26,Low
2024-06-23,Central,AB+,34,6,High
2024-06-23,Central,AB-,19,39,Low
2024-06-23,Central,O+,21,16,Medium
2024-06-23,Central,O-,37,4,High
2024-06-24,North,A+,24,3,High
2024-06-24,North,A-,18,14,Medium
2024-06-24,North,B+,26,16,High
2024-06-24,North,B-,36,27,Medium
2024-06-24,North,AB+,25,32,Low
2024-06-24,North,AB-,30,41,Low
2024-06-24,North,O+,15,34,Low
2024-06-24,North,O-,35,38,Low
2024-06-24,South,A+,23,45,Low
2024-06-24,South,A-,20,7,High
2024-06-24,South,B+,11,3,High
2024-06-24,South,B-,6,42,Low
2024-06-24,South,AB+,8,3,High
2024-06-24,South,AB-,22,3,High
2024-06-24,South,O+,24,31,Low
2024-06-24,South,O-,29,39,Low
2024-06-24,East,A+,15,9,High
2024-06-24,East,A-,8,26,Low
2024-06-24,East,B+,18,44,Low
2024-06-24,East,B-,17,30,Low
2024-06-24,East,AB+,28,7,High
2024-06-24,East,AB-,22,29,Low
2024-06-24,East,O+,6,22,Low
2024-06-24,East,O-,7,10,Low
2024-06-24,West,A+,24,12,High
2024-06-24,West,A-,21,32,Low
2024-06-24,West,B+,18,10,High
2024-06-24,West,B-,6,33,Low
2024-06-24,West,AB+,16,3,High
2024-06-24,West,AB-,12,8,High
2024-06-24,West,O+,20,32,Low
2024-06-24,West,O-,40,20,High
2024-06-24,Central,A+,22,4,High
2024-06-24,Central,A-,35,7,High
2024-06-24,Central,B+,14,16,Low
2024-06-24,Central,B-,9,28,Low
2024-06-24,Central,AB+,29,4,High
2024-06-24,Central,AB-,7,34,Low
2024-06-24,Central,O+,32,32,Low
2024-06-24,Central,O-,31,14,High
2024-06-25,North,A+,5,39,Low
2024-06-25,North,A-,7,45,Low
2024-06-25,North,B+,9,20,Low
2024-06-25,North,B-,23,33,Low
2024-06-25,North,AB+,17,20,Low
2024-06-25,North,AB-,6,45,Low
2024-06-25,North,O+,22,15,High
2024-06-25,North,O-,20,31,Low
2024-06-25,South,A+,5,44,Low
2024-06-25,South,A-,7,39,Low
2024-06-25,South,B+,32,38,Low
2024-06-25,South,B-,36,17,High
2024-06-25,South,AB+,8,21,Low
2024-06-25,South,AB-,28,8,High
2024-06-25,South,O+,28,32,Low
2024-06-25,South,O-,35,37,Low
2024-06-25,East,A+,15,26,Low
2024-06-25,East,A-,28,38,Low
2024-06-25,East,B+,39,12,High
2024-06-25,East,B-,25,43,Low
2024-06-25,East,AB+,27,29,Low
2024-06-25,East,AB-,16,40,Low
2024-06-25,East,O+,30,26,Medium
2024-06-25,East,O-,34,25,Medium
2024-06-25,West,A+,23,12,High
2024-06-25,West,A-,36,37,Low
2024-06-25,West,B+,31,26,Medium
2024-06-25,West,B-,32,8,High
2024-06-25,West,AB+,21,11,High
2024-06-25,West,AB-,26,25,Medium
2024-06-25,West,O+,34,31,Medium
2024-06-25,West,O-,39,13,High
2024-06-25,Central,A+,7,24,Low
2024-06-25,Central,A-,37,43,Low
2024-06-25,Central,B+,14,41,Low
2024-06-25,Central,B-,26,37,Low
2024-06-25,Central,AB+,15,39,Low
2024-06-25,Central,AB-,13,16,Low
2024-06-25,Central,O+,30,8,High
2024-06-25,Central,O-,31,10,High
2024-06-26,North,A+,37,37,Low
2024-06-26,North,A-,7,36,Low
2024-06-26,North,B+,11,39,Low
2024-06-26,North,B-,5,19,Low
2024-06-26,North,AB+,40,45,Low
2024-06-26,North,AB-,15,17,Low
2024-06-26,North,O+,26,34,Low
2024-06-26,North,O-,12,23,Low
2024-06-26,South,A+,28,38,Low
2024-06-26,South,A-,30,36,Low
2024-06-26,South,B+,30,17,High
2024-06-26,South,B-,27,29,Low
2024-06-26,South,AB+,11,17,Low
2024-06-26,South,AB-,34,12,High
2024-06-26,South,O+,17,3,High
2024-06-26,South,O-,37,9,High
2024-06-26,East,A+,36,12,High
2024-06-26,East,A-,9,22,Low
2024-06-26,East,B+,20,28,Low
2024-06-26,East,B-,24,16,High
2024-06-26,East,AB+,39,43,Low
2024-06-26,East,AB-,11,15,Low
2024-06-26,East,O+,6,4,High
2024-06-26,East,O-,6,21,Low
2024-06-26,West,A+,12,16,Low
2024-06-26,West,A-,16,7,High
2024-06-26,West,B+,9,19,Low
2024-06-26,West,B-,33,10,High
2024-06-26,West,AB+,32,25,Medium
2024-06-26,West,AB-,30,3,High
2024-06-26,West,O+,24,24,Low
2024-06-26,West,O-,29,26,Medium
2024-06-26,Central,A+,18,22,Low
2024-06-26,Central,A-,32,42,Low
2024-06-26,Central,B+,35,43,Low
2024-06-26,Central,B-,7,34,Low
2024-06-26,Central,AB+,7,34,Low
2024-06-26,Central,AB-,25,25,Low
2024-06-26,Central,O+,6,19,Low
2024-06-26,Central,O-,35,27,Medium
2024-06-27,North,A+,39,9,High
2024-06-27,North,A-,32,40,Low
2024-06-27,North,B+,27,34,Low
2024-06-27,North,B-,6,27,Low
2024-06-27,North,AB+,7,34,Low
2024-06-27,North,AB-,10,33,Low
2024-06-27,North,O+,21,37,Low
2024-06-27,North,O-,10,8,Medium
2024-06-27,South,A+,20,43,Low
2024-06-27,South,A-,11,32,Low
2024-06-27,South,B+,29,24,Medium
2024-06-27,South,B-,20,41,Low
2024-06-27,South,AB+,35,5,High
2024-06-27,South,AB-,25,22,Medium
2024-06-27,South,O+,40,31,Medium
2024-06-27,South,O-,18,42,Low
2024-06-27,East,A+,31,9,High
2024-06-27,East,A-,5,11,Low
2024-06-27,East,B+,6,35,Low
2024-06-27,East,B-,33,7,High
2024-06-27,East,AB+,37,14,High
2024-06-27,East,AB-,34,20,High
2024-06-27,East,O+,29,37,Low
2024-06-27,East,O-,8,19,Low
2024-06-27,West,A+,12,36,Low
2024-06-27,West,A-,36,14,High
2024-06-27,West,B+,33,21,High
2024-06-27,West,B-,15,5,High
2024-06-27,West,AB+,23,41,Low
2024-06-27,West,AB-,26,30,Low
2024-06-27,West,O+,12,12,Low
2024-06-27,West,O-,9,15,Low
2024-06-27,Central,A+,35,34,Medium
2024-06-27,Central,A-,20,3,High
2024-06-27,Central,B+,29,44,Low
2024-06-27,Central,B-,16,27,Low
2024-06-27,Central,AB+,7,22,Low
2024-06-27,Central,AB-,16,17,Low
2024-06-27,Central,O+,26,40,Low
2024-06-27,Central,O-,36,17,High
2024-06-28,North,A+,33,10,High
2024-06-28,North,A-,11,13,Low
2024-06-28,North,B+,13,11,Medium
2024-06-28,North,B-,6,31,Low
2024-06-28,North,AB+,36,26,Medium
2024-06-28,North,AB-,32,4,High
2024-06-28,North,O+,38,26,High
2024-06-28,North,O-,39,9,High
2024-06-28,South,A+,31,33,Low
2024-06-28,South,A-,7,20,Low
2024-06-28,South,B+,32,38,Low
2024-06-28,South,B-,32,7,High
2024-06-28,South,AB+,9,8,Medium
2024-06-28,South,AB-,21,45,Low
2024-06-28,South,O+,27,33,Low
2024-06-28,South,O-,30,35,Low
2024-06-28,East,A+,20,11,High
2024-06-28,East,A-,12,4,High
2024-06-28,East,B+,15,8,High
2024-06-28,East,B-,16,45,Low
2024-06-28,East,AB+,17,31,Low
2024-06-28,East,AB-,39,26,High
2024-06-28,East,O+,40,19,High
2024-06-28,East,O-,35,7,High
2024-06-28,West,A+,16,40,Low
2024-06-28,West,A-,31,10,High
2024-06-28,West,B+,40,5,High
2024-06-28,West,B-,19,15,Medium
2024-06-28,West,AB+,14,22,Low
2024-06-28,West,AB-,13,28,Low
2024-06-28,West,O+,5,26,Low
2024-06-28,West,O-,8,35,Low
2024-06-28,Central,A+,5,10,Low
2024-06-28,Central,A-,38,45,Low
2024-06-28,Central,B+,22,40,Low
2024-06-28,Central,B-,38,3,High
2024-06-28,Central,AB+,24,11,High
2024-06-28,Central,AB-,25,18,Medium
2024-06-28,Central,O+,35,16,High
2024-06-28,Central,O-,17,45,Low
2024-06-29,North,A+,35,33,Medium
2024-06-29,North,A-,35,16,High
2024-06-29,North,B+,11,14,Low
2024-06-29,North,B-,29,38,Low
2024-06-29,North,AB+,39,7,High
2024-06-29,North,AB-,14,45,Low
2024-06-29,North,O+,13,35,Low
2024-06-29,North,O-,14,7,High
2024-06-29,South,A+,35,35,Low
2024-06-29,South,A-,9,39,Low
2024-06-29,South,B+,15,18,Low
2024-06-29,South,B-,31,43,Low
2024-06-29,South,AB+,28,17,High
2024-06-29,South,AB-,21,29,Low
2024-06-29,South,O+,8,30,Low
2024-06-29,South,O-,7,23,Low
2024-06-29,East,A+,30,4,High
2024-06-29,East,A-,17,45,Low
2024-06-29,East,B+,28,28,Low
2024-06-29,East,B-,33,41,Low
2024-06-29,East,AB+,19,11,High
2024-06-29,East,AB-,35,42,Low
2024-06-29,East,O+,37,29,Medium
2024-06-29,East,O-,15,18,Low
2024-06-29,West,A+,38,21,High
2024-06-29,West,A-,36,7,High
2024-06-29,West,B+,32,41,Low
2024-06-29,West,B-,6,29,Low
2024-06-29,West,AB+,9,38,Low
2024-06-29,West,AB-,10,12,Low
2024-06-29,West,O+,7,26,Low
2024-06-29,West,O-,22,28,Low
2024-06-29,Central,A+,22,32,Low
2024-06-29,Central,A-,26,22,Medium
2024-06-29,Central,B+,39,41,Low
2024-06-29,Central,B-,25,22,Medium
2024-06-29,Central,AB+,35,35,Low
2024-06-29,Central,AB-,36,27,Medium
2024-06-29,Central,O+,40,41,Low
2024-06-29,Central,O-,13,33,Low
2024-06-30,North,A+,26,8,High
2024-06-30,North,A-,36,24,High
2024-06-30,North,B+,39,36,Medium
2024-06-30,North,B-,9,19,Low
2024-06-30,North,AB+,22,20,Medium
2024-06-30,North,AB-,23,41,Low
2024-06-30,North,O+,37,17,High
2024-06-30,North,O-,25,23,Medium
2024-06-30,South,A+,20,39,Low
2024-06-30,South,A-,17,25,Low
2024-06-30,South,B+,24,15,High
2024-06-30,South,B-,26,36,Low
2024-06-30,South,AB+,31,20,High
2024-06-30,South,AB-,21,41,Low
2024-06-30,South,O+,32,45,Low
2024-06-30,South,O-,17,42,Low
2024-06-30,East,A+,13,21,Low
2024-06-30,East,A-,17,26,Low
2024-06-30,East,B+,39,38,Medium
2024-06-30,East,B-,25,16,High
2024-06-30,East,AB+,34,40,Low
2024-06-30,East,AB-,38,14,High
2024-06-30,East,O+,12,21,Low
2024-06-30,East,O-,20,16,Medium
2024-06-30,West,A+,26,14,High
2024-06-30,West,A-,36,26,Medium
2024-06-30,West,B+,20,28,Low
2024-06-30,West,B-,35,20,High
2024-06-30,West,AB+,34,37,Low
2024-06-30,West,AB-,26,12,High
2024-06-30,West,O+,21,41,Low
2024-06-30,West,O-,9,19,Low
2024-06-30,Central,A+,12,27,Low
2024-06-30,Central,A-,40,28,Medium
2024-06-30,Central,B+,5,7,Low
2024-06-30,Central,B-,17,19,Low
2024-06-30,Central,AB+,36,32,Medium
2024-06-30,Central,AB-,40,40,Low
2024-06-30,Central,O+,22,35,Low
2024-06-30,Central,O-,31,15,High
2024-07-01,North,A+,22,6,High
2024-07-01,North,A-,32,43,Low
2024-07-01,North,B+,36,41,Low
2024-07-01,North,B-,11,33,Low
2024-07-01,North,AB+,32,27,Medium
2024-07-01,North,AB-,25,10,High
2024-07-01,North,O+,13,14,Low
2024-07-01,North,O-,12,26,Low
2024-07-01,South,A+,8,5,High
2024-07-01,South,A-,9,20,Low
2024-07-01,South,B+,11,38,Low
2024-07-01,South,B-,39,20,High
2024-07-01,South,AB+,13,9,High
2024-07-01,South,AB-,32,16,High
2024-07-01,South,O+,7,45,Low
2024-07-01,South,O-,8,3,High
2024-07-01,East,A+,12,24,Low
2024-07-01,East,A-,22,21,Medium
2024-07-01,East,B+,32,18,High
2024-07-01,East,B-,19,17,Medium
2024-07-01,East,AB+,22,38,Low
2024-07-01,East,AB-,27,18,High
2024-07-01,East,O+,14,4,High
2024-07-01,East,O-,40,40,Low
2024-07-01,West,A+,25,17,High
2024-07-01,West,A-,15,27,Low
